loan_status,gender,income,home_ownership,loan_amount,loan_interest_rate,previous_loan
Declined,female,49098,RENT,4600,10.59,Yes
Declined,female,48842,MORTGAGE,10000,7.14,No
Declined,female,56796,RENT,4600,11.01,Yes
Declined,female,48788,MORTGAGE,9000,7.51,Yes
Declined,female,49236,MORTGAGE,4750,11.01,No
Approved,female,53870,RENT,4600,13.99,No
Declined,female,63322,RENT,4600,8.59,Yes
Declined,female,48786,MORTGAGE,8000,11.01,Yes
Approved,female,63767,RENT,4600,14.96,No
Approved,female,64636,RENT,4600,15.62,No
Declined,male,49209,MORTGAGE,4000,7.14,Yes
Declined,female,48826,MORTGAGE,12000,9.88,No
Approved,male,41835,MORTGAGE,5800,13.48,No
Declined,male,48700,MORTGAGE,4000,12.73,No
Declined,male,89096,RENT,4600,9.99,Yes
Declined,female,120863,RENT,4600,8.49,Yes
Declined,male,48883,OWN,6400,14.22,Yes
Declined,male,28168,RENT,4650,9.99,No
Declined,male,48837,MORTGAGE,15000,9.88,No
Declined,female,49100,MORTGAGE,10000,11.83,Yes
Declined,female,39258,RENT,4650,9.32,No
Declined,male,58619,RENT,4650,10.99,Yes
Declined,female,39143,RENT,4700,8.94,Yes
Declined,female,48893,RENT,4700,12.09,No
Declined,male,48930,OWN,9000,8.94,No
Declined,male,50285,RENT,4700,7.9,Yes
Declined,female,49092,MORTGAGE,1750,11.83,Yes
Declined,female,55099,RENT,4700,10.96,Yes
Approved,female,24681,RENT,4725,11.22,No
Declined,male,34155,RENT,4725,6.54,No
Declined,female,49023,OWN,7500,13.22,Yes
Approved,male,15472,RENT,4750,10.75,No
Approved,male,17316,RENT,4750,12.73,No
Approved,male,18063,RENT,4750,14.61,No
Approved,male,17905,RENT,4750,10.25,No
Approved,male,18616,RENT,4750,11.11,No
Declined,male,48751,MORTGAGE,9000,11.14,Yes
Approved,female,19022,RENT,4750,8.49,No
Approved,male,19415,RENT,4750,13.85,No
Approved,female,20188,RENT,4750,13.16,No
Declined,female,49380,OWN,12000,11.14,Yes
Declined,male,25581,RENT,4750,11.49,Yes
Declined,male,25389,RENT,4750,12.98,No
Declined,female,48937,MORTGAGE,3400,7.4,No
Declined,female,26302,RENT,4750,11.01,No
Declined,male,29654,RENT,4750,10.38,Yes
Declined,male,29880,RENT,4750,10.62,No
Declined,female,32445,RENT,4750,12.23,Yes
Approved,female,41604,MORTGAGE,10000,15.31,No
Declined,male,36017,RENT,4750,11.01,No
Declined,male,48651,OWN,6000,11.48,Yes
Declined,male,49360,MORTGAGE,3000,15.65,No
Declined,male,48943,MORTGAGE,4000,11.48,Yes
Approved,male,17019,RENT,4800,12.53,No
Approved,female,19190,RENT,4800,8.49,No
Approved,female,18691,RENT,4800,16.95,No
Approved,male,20273,RENT,4800,15.37,No
Approved,male,24576,RENT,4800,10.99,No
Declined,male,25281,RENT,4800,7.49,Yes
Declined,female,25112,RENT,4800,11.14,No
Declined,female,48826,MORTGAGE,5000,8.59,Yes
Declined,female,49048,MORTGAGE,7000,9.32,Yes
Declined,male,25538,RENT,4800,11.01,No
Declined,female,49090,MORTGAGE,10750,12.84,Yes
Declined,female,49024,MORTGAGE,3500,12.21,Yes
Declined,female,26475,RENT,4800,10.75,No
Declined,female,26094,RENT,4800,7.75,No
Declined,male,26702,RENT,4800,13.49,Yes
Declined,male,27714,RENT,4800,7.88,No
Declined,female,49190,MORTGAGE,3250,8,Yes
Approved,male,41934,OTHER,9600,15.68,No
Declined,female,28759,RENT,4800,6.17,No
Declined,female,29487,RENT,4800,11.86,No
Declined,male,48993,MORTGAGE,10000,11.01,Yes
Declined,male,29754,RENT,4800,7.49,No
Declined,male,29680,RENT,4800,11.01,No
Declined,male,30687,RENT,4800,10.65,Yes
Declined,female,32604,RENT,4800,10.65,Yes
Declined,male,31921,RENT,4800,10.99,No
Declined,female,32465,RENT,4800,13.35,Yes
Declined,male,32714,RENT,4800,11.01,Yes
Declined,male,33264,RENT,4800,13.49,Yes
Declined,male,33453,RENT,4800,7.51,Yes
Declined,female,48865,MORTGAGE,8000,16,Yes
Declined,male,34417,RENT,4800,6.62,Yes
Declined,female,34735,RENT,4800,9.25,No
Declined,male,35218,RENT,4800,12.99,No
Approved,male,41647,MORTGAGE,3000,10.51,No
Declined,female,36486,RENT,4800,11.99,No
Declined,male,48813,MORTGAGE,1200,10.83,No
Declined,male,37230,RENT,4800,6.99,No
Declined,female,36858,RENT,4800,7.49,Yes
Declined,male,36826,RENT,4800,11.49,Yes
Declined,male,37007,RENT,4800,13.35,Yes
Declined,male,36724,RENT,4800,11.01,Yes
Declined,female,48818,MORTGAGE,5200,10.08,No
Declined,female,36757,RENT,4800,11.22,Yes
Declined,male,48780,OWN,1000,7.37,No
Declined,male,49289,MORTGAGE,5000,7.68,No
Declined,female,38588,RENT,4800,10.37,Yes
Declined,female,39391,RENT,4800,10.59,No
Approved,male,39191,RENT,4800,16.49,No
Declined,male,39554,RENT,4800,11.11,No
Declined,female,39427,RENT,4800,7.14,Yes
Declined,female,48951,MORTGAGE,8000,9.76,Yes
Declined,male,39631,RENT,4800,13.61,No
Declined,male,39997,RENT,4800,11.99,Yes
Declined,male,40737,RENT,4800,12.69,Yes
Declined,male,40665,RENT,4800,7.49,Yes
Declined,male,49138,MORTGAGE,13025,10.14,Yes
Declined,male,48951,OWN,15000,9.64,No
Approved,female,40777,RENT,4800,14.91,No
Declined,male,48903,OWN,5000,11.86,Yes
Approved,male,41839,MORTGAGE,2525,13.12,No
Approved,male,40459,RENT,4800,14.54,No
Approved,female,41828,MORTGAGE,15450,11.22,No
Declined,female,41244,RENT,4800,11.86,Yes
Declined,male,43004,RENT,4800,8.9,Yes
Declined,male,49248,MORTGAGE,6000,9.91,No
Declined,female,42556,RENT,4800,5.42,Yes
Declined,male,43184,RENT,4800,11.14,Yes
Declined,male,42667,RENT,4800,10.28,No
Declined,female,49187,OTHER,10000,12.72,No
Declined,male,48858,MORTGAGE,5000,7.14,No
Approved,female,37192,RENT,4800,11.01,No
Declined,male,44258,RENT,4800,11.11,No
Declined,female,49300,MORTGAGE,7200,7.88,Yes
Approved,male,36926,RENT,4800,15.95,No
Declined,female,48850,MORTGAGE,7000,7.4,No
Declined,male,49399,MORTGAGE,6625,15.23,No
Declined,male,49262,MORTGAGE,10000,11.86,No
Declined,female,49309,MORTGAGE,5000,7.68,Yes
Declined,male,46571,RENT,4800,11.71,Yes
Approved,male,39983,RENT,4800,13.98,No
Declined,female,47452,RENT,4800,13.8,No
Declined,male,49190,RENT,4800,12.99,Yes
Declined,male,49556,MORTGAGE,11500,11.83,No
Declined,female,49774,RENT,4800,13.85,No
Declined,female,50707,RENT,4800,11.89,No
Declined,male,49511,MORTGAGE,6500,9.63,No
Declined,male,50528,RENT,4800,12.99,Yes
Declined,male,51229,RENT,4800,14.35,Yes
Declined,female,51023,RENT,4800,13.22,Yes
Declined,female,52607,RENT,4800,11.03,No
Declined,female,49870,MORTGAGE,6250,11.01,Yes
Declined,female,54861,RENT,4800,14.65,Yes
Declined,female,55202,RENT,4800,7.51,Yes
Declined,male,55223,RENT,4800,5.42,No
Approved,female,48030,RENT,4800,17.99,No
Declined,male,50086,MORTGAGE,3500,7.14,Yes
Declined,female,49812,MORTGAGE,10000,13.48,Yes
Declined,male,54966,RENT,4800,13.06,No
Declined,male,49894,MORTGAGE,17050,11.01,No
Declined,female,55427,RENT,4800,7.51,Yes
Declined,male,54705,RENT,4800,13.98,Yes
Declined,male,55344,RENT,4800,13.22,Yes
Declined,male,55243,RENT,4800,9.45,Yes
Declined,male,55440,RENT,4800,9.25,Yes
Declined,male,56047,RENT,4800,7.49,Yes
Declined,male,56129,RENT,4800,8.9,Yes
Declined,female,49807,MORTGAGE,8000,11.99,Yes
Declined,male,50419,MORTGAGE,7975,5.79,Yes
Declined,female,49750,MORTGAGE,9700,9.63,Yes
Declined,male,58178,RENT,4800,7.9,Yes
Declined,male,50056,MORTGAGE,10400,10,Yes
Declined,female,58447,RENT,4800,7.9,Yes
Declined,male,50129,MORTGAGE,1200,11.01,Yes
Approved,male,51109,RENT,4800,14.27,No
Declined,female,49900,OWN,21000,6.17,Yes
Approved,male,51466,RENT,4800,15.23,No
Declined,male,49672,OWN,10000,12.61,No
Declined,male,58235,RENT,4800,5.42,Yes
Declined,male,49567,MORTGAGE,8000,5.79,Yes
Declined,female,58507,RENT,4800,12.98,Yes
Declined,female,50177,OWN,14400,14.35,No
Declined,female,58577,RENT,4800,11.01,Yes
Declined,female,50475,MORTGAGE,7500,7.88,No
Declined,male,58592,RENT,4800,9.88,Yes
Declined,male,59068,RENT,4800,10.36,No
Declined,female,59647,RENT,4800,11.36,No
Declined,female,49747,MORTGAGE,10000,7.14,Yes
Declined,female,49792,MORTGAGE,16000,11.01,Yes
Declined,male,61120,RENT,4800,15.96,Yes
Declined,female,49777,MORTGAGE,6000,12.92,No
Declined,male,61063,RENT,4800,10.99,Yes
Declined,male,49834,MORTGAGE,13750,10.83,Yes
Declined,male,49989,OWN,12200,11.36,No
Approved,male,43124,MORTGAGE,3600,15.7,No
Approved,female,42958,MORTGAGE,4000,11.01,No
Declined,male,60987,RENT,4800,10.37,Yes
Declined,female,61156,RENT,4800,12.68,No
Declined,female,60925,RENT,4800,11.01,Yes
Declined,male,60907,RENT,4800,13.22,Yes
Declined,male,63473,RENT,4800,9.99,Yes
Declined,female,63127,RENT,4800,9.88,Yes
Declined,female,67014,RENT,4800,6.92,No
Declined,male,67281,RENT,4800,11.12,Yes
Approved,male,59575,RENT,4800,14.96,No
Declined,male,50084,MORTGAGE,6000,6.03,No
Declined,male,67148,RENT,4800,7.9,Yes
Declined,male,50396,MORTGAGE,12000,6.03,No
Declined,male,69313,RENT,4800,10.38,Yes
Declined,male,49981,MORTGAGE,7000,6.03,Yes
Approved,male,63146,RENT,4800,17.99,No
Declined,male,49958,MORTGAGE,8000,6.03,Yes
Approved,male,64635,RENT,4800,15.62,No
Declined,female,73108,RENT,4800,7.9,Yes
Declined,female,73028,RENT,4800,6.54,Yes
Declined,female,50188,MORTGAGE,6400,9.99,No
Declined,female,75350,RENT,4800,7.14,No
Declined,female,50372,OWN,9000,11.01,Yes
Declined,female,50455,OWN,1000,6.99,No
Declined,female,78978,RENT,4800,13.72,Yes
Declined,male,78850,RENT,4800,7.88,Yes
Declined,female,50079,MORTGAGE,2500,7.29,No
Declined,female,79012,RENT,4800,13.49,Yes
Declined,male,50089,MORTGAGE,3000,5.79,Yes
Declined,male,50546,MORTGAGE,8200,6.91,Yes
Approved,female,43084,MORTGAGE,5000,12.98,No
Declined,male,50440,MORTGAGE,6000,11.86,No
Declined,male,83781,RENT,4800,10.75,Yes
Declined,female,85041,RENT,4800,11.01,Yes
Declined,female,87463,RENT,4800,11.86,No
Declined,male,87440,RENT,4800,7.14,Yes
Approved,female,81546,RENT,4800,16.7,No
Approved,female,83789,RENT,4800,15.21,No
Declined,male,91021,RENT,4800,12.21,Yes
Declined,male,50298,OWN,10000,15.33,Yes
Declined,female,50147,MORTGAGE,9000,9.88,No
Declined,female,50210,MORTGAGE,10000,14.96,Yes
Declined,male,50259,MORTGAGE,7750,9.88,Yes
Declined,female,104205,RENT,4800,9.62,No
Declined,male,107935,RENT,4800,5.99,No
Declined,female,108794,RENT,4800,9.62,No
Declined,female,111790,RENT,4800,10,No
Declined,male,50062,OWN,2500,14.96,Yes
Declined,female,115204,RENT,4800,11.01,Yes
Declined,male,50444,MORTGAGE,6000,8.59,Yes
Declined,female,125079,RENT,4800,10.74,Yes
Declined,female,126839,RENT,4800,11.01,Yes
Declined,male,49867,MORTGAGE,3000,12.18,No
Declined,male,50084,OWN,5000,7.74,Yes
Declined,female,138701,RENT,4800,7.88,Yes
Declined,male,145174,RENT,4800,14.22,Yes
Declined,male,50224,MORTGAGE,6000,9.32,Yes
Declined,female,151335,RENT,4800,6.76,Yes
Declined,female,50171,MORTGAGE,4500,10.95,Yes
Declined,female,28822,RENT,4850,14.27,No
Declined,male,49180,RENT,4850,6.62,Yes
Declined,female,65759,RENT,4850,8.49,Yes
Declined,male,50407,MORTGAGE,7500,10.71,No
Declined,male,50246,MORTGAGE,5500,10.71,Yes
Declined,male,26909,RENT,4900,13.72,Yes
Declined,female,50274,MORTGAGE,24250,10.75,Yes
Declined,female,50402,OWN,4000,6.76,Yes
Declined,female,50302,OWN,12000,11.01,Yes
Declined,female,115035,RENT,10000,10.99,No
Declined,male,50038,MORTGAGE,16000,10.95,Yes
Declined,female,49983,MORTGAGE,10000,9.32,Yes
Approved,male,100587,RENT,10000,13.22,No
Declined,male,116092,RENT,10000,10.65,Yes
Declined,male,116510,RENT,10000,19.69,Yes
Declined,female,49852,MORTGAGE,5700,12.99,Yes
Declined,female,50554,OWN,5600,6.03,No
Declined,female,50397,OWN,9200,12.42,No
Declined,male,117270,RENT,10000,13.99,Yes
Declined,male,118634,RENT,10000,7.51,No
Declined,female,118316,RENT,10000,12.69,No
Declined,female,50264,MORTGAGE,16000,11.83,Yes
Declined,male,119780,RENT,10000,7.29,Yes
Declined,male,120202,RENT,10000,14.65,No
Declined,male,50455,OWN,8000,11.48,Yes
Approved,male,106531,RENT,10000,14.84,No
Declined,female,121196,RENT,10000,9.32,Yes
Declined,male,121098,RENT,10000,10.65,No
Declined,male,120913,RENT,10000,7.51,No
Declined,male,120772,RENT,10000,6.62,Yes
Approved,male,106548,RENT,10000,17.88,No
Declined,female,121317,RENT,10000,16.4,Yes
Approved,male,106388,RENT,10000,17.93,No
Declined,male,121014,RENT,10000,11.46,Yes
Declined,male,123563,RENT,10000,11.01,No
Declined,female,51403,OWN,7200,11.01,No
Declined,male,123577,RENT,10000,8.59,No
Declined,female,129629,RENT,10000,8.38,Yes
Declined,female,50822,MORTGAGE,8500,7.14,No
Declined,male,130094,RENT,10000,7.66,Yes
Approved,female,116491,RENT,10000,15.28,No
Declined,male,51340,MORTGAGE,1600,13.11,Yes
Approved,male,118502,RENT,10000,16.4,No
Declined,male,50561,OWN,4400,7.29,Yes
Declined,female,133302,RENT,10000,7.88,Yes
Declined,male,51122,OWN,12000,12.42,Yes
Declined,female,50961,MORTGAGE,6800,10.59,Yes
Declined,female,50654,MORTGAGE,7000,13.43,Yes
Declined,female,136440,RENT,10000,13.72,No
Declined,male,50941,MORTGAGE,10000,8.94,Yes
Declined,female,50878,MORTGAGE,3000,15.05,Yes
Declined,male,138747,RENT,10000,8.94,Yes
Declined,male,50615,OWN,14400,11.01,Yes
Declined,male,51262,MORTGAGE,4000,5.99,Yes
Declined,female,138917,RENT,10000,7.29,No
Declined,male,51245,OWN,20000,11.12,Yes
Declined,male,51068,OWN,5000,7.51,Yes
Declined,female,139102,RENT,10000,10.37,No
Approved,female,43977,MORTGAGE,2400,11.01,No
Declined,male,140185,RENT,10000,14.26,Yes
Declined,female,51044,MORTGAGE,5000,6.03,Yes
Declined,female,50972,MORTGAGE,3100,6.76,No
Declined,male,51510,MORTGAGE,2500,6.91,Yes
Declined,male,144840,RENT,10000,11.71,No
Declined,male,145025,RENT,10000,9.99,Yes
Declined,female,144835,RENT,10000,12.68,Yes
Approved,female,43871,MORTGAGE,3500,13.35,No
Declined,female,145219,RENT,10000,7.88,Yes
Declined,female,145120,RENT,10000,13.61,Yes
Approved,female,111020,RENT,10000,11.01,No
Declined,male,145085,RENT,10000,9.32,Yes
Declined,male,145071,RENT,10000,11.66,Yes
Declined,male,51631,MORTGAGE,19200,7.9,Yes
Declined,male,147530,RENT,10000,10.65,Yes
Declined,male,51393,MORTGAGE,3000,9.91,Yes
Declined,male,149868,RENT,10000,14.27,Yes
Declined,male,51290,MORTGAGE,10500,14.65,Yes
Declined,male,150986,RENT,10000,7.49,No
Declined,male,156761,RENT,10000,7.49,Yes
Approved,female,44126,MORTGAGE,4000,12.69,No
Approved,male,43929,MORTGAGE,5000,14.27,No
Declined,female,51430,MORTGAGE,12000,9.91,Yes
Declined,male,51155,MORTGAGE,6000,16.77,Yes
Declined,male,51537,MORTGAGE,13975,8.9,Yes
Declined,male,159399,RENT,10000,12.84,Yes
Declined,female,50863,MORTGAGE,15000,13.49,No
Declined,female,169028,RENT,10000,9.99,No
Declined,male,169240,RENT,10000,11.14,No
Declined,female,51480,MORTGAGE,4900,6.03,Yes
Declined,male,51713,OWN,8000,6.62,Yes
Declined,female,51353,MORTGAGE,5400,6.03,No
Declined,male,51314,OWN,4800,11.01,No
Declined,male,174833,RENT,10000,10.99,Yes
Declined,female,51195,MORTGAGE,3500,9.91,Yes
Declined,male,51323,MORTGAGE,8675,7.51,No
Declined,female,189891,RENT,10000,12.69,No
Declined,male,51567,OWN,18000,11.01,Yes
Declined,male,193368,RENT,10000,8.94,Yes
Approved,male,184808,RENT,10000,14.96,No
Declined,female,199085,RENT,10000,9.2,Yes
Declined,female,51243,MORTGAGE,3125,8.9,Yes
Declined,male,211056,RENT,10000,15.05,No
Approved,male,286608,RENT,10000,13.67,No
Declined,male,51621,MORTGAGE,9350,12.69,Yes
Declined,male,51258,MORTGAGE,8000,6.62,No
Approved,male,29746,RENT,9975,11.48,No
Approved,male,36318,RENT,9975,11.01,No
Declined,female,56308,RENT,9975,13.11,No
Declined,female,72978,RENT,9975,11.48,Yes
Declined,male,51427,MORTGAGE,3000,6.03,No
Declined,female,78838,RENT,9975,7.51,Yes
Declined,male,51118,OWN,6500,6.03,No
Declined,female,87294,RENT,9975,10.99,No
Declined,male,51395,OWN,10000,6.03,Yes
Declined,female,51493,MORTGAGE,9100,11.01,Yes
Declined,female,100458,RENT,9975,11.01,Yes
Declined,male,33237,RENT,4900,14.26,No
Declined,male,51439,OWN,5000,17.49,Yes
Approved,male,32617,RENT,9900,11.71,No
Approved,male,36892,RENT,9875,7.29,No
Declined,male,51190,MORTGAGE,8000,10.99,Yes
Approved,male,34618,RENT,9800,7.29,No
Approved,female,40441,RENT,9800,11.01,No
Declined,female,44311,RENT,9800,10.36,Yes
Declined,male,58437,RENT,9800,7.88,No
Approved,male,54050,RENT,9800,7.51,No
Declined,male,51495,MORTGAGE,12000,6.99,Yes
Approved,female,53802,RENT,9800,13.11,No
Declined,female,51331,MORTGAGE,1000,11.49,No
Approved,female,44369,MORTGAGE,11000,10.59,No
Declined,female,64962,RENT,9800,6.17,No
Declined,female,72869,RENT,9800,13.49,No
Declined,male,72994,RENT,9800,11.01,Yes
Declined,male,72979,RENT,9800,11.01,Yes
Declined,female,99891,RENT,9800,7.51,No
Approved,female,80347,RENT,9800,15.7,No
Declined,male,51403,OWN,7000,11.01,No
Declined,male,112491,RENT,9800,10.25,Yes
Declined,female,51784,MORTGAGE,7200,14.79,Yes
Declined,female,129688,RENT,9800,8.9,Yes
Approved,male,43889,MORTGAGE,6725,11.49,No
Declined,female,51370,MORTGAGE,7000,15.23,Yes
Declined,female,44650,RENT,4900,12.68,Yes
Approved,female,39805,RENT,4900,11.49,No
Declined,female,51087,RENT,4900,14.72,Yes
Declined,male,51632,MORTGAGE,14750,12.99,No
Declined,male,51261,MORTGAGE,6000,12.99,Yes
Declined,male,51757,MORTGAGE,5000,6.99,Yes
Approved,female,44024,MORTGAGE,4500,10.59,No
Declined,male,61200,RENT,4900,8.49,Yes
Declined,male,61059,RENT,4900,8.94,Yes
Declined,male,62822,RENT,4900,9.99,No
Declined,male,65786,RENT,4900,11.01,No
Declined,male,51399,MORTGAGE,8000,5.42,Yes
Declined,male,84777,RENT,4900,9.99,No
Declined,male,51395,MORTGAGE,12000,15.23,Yes
Declined,male,51248,OWN,8000,9.99,No
Declined,male,89741,RENT,4900,12.87,Yes
Declined,male,129423,RENT,4900,8.94,No
Approved,male,16840,RENT,4950,9.63,No
Approved,female,18876,RENT,4950,8.9,No
Declined,female,51218,MORTGAGE,11000,5.42,No
Declined,female,51418,MORTGAGE,10000,7.49,Yes
Approved,male,44562,MORTGAGE,4000,15.23,No
Approved,female,41936,RENT,4975,7.51,No
Declined,female,91251,RENT,4975,6.76,Yes
Declined,male,114873,RENT,4975,6.17,Yes
Declined,male,51221,OWN,6000,5.42,Yes
Declined,male,34426,RENT,5000,8.94,Yes
Approved,female,34723,RENT,5000,17.51,No
Declined,male,51582,MORTGAGE,1200,11.49,Yes
Declined,female,34711,RENT,5000,11.01,Yes
Declined,female,51247,MORTGAGE,2500,15.28,Yes
Approved,female,34266,RENT,5000,13.72,No
Declined,male,34363,RENT,5000,11.78,No
Declined,male,34515,RENT,5000,7.68,No
Declined,male,35588,RENT,5000,8.9,No
Declined,female,35384,RENT,5000,6.91,Yes
Declined,male,35372,RENT,5000,11.49,No
Declined,female,51472,MORTGAGE,7600,6,No
Declined,male,51491,MORTGAGE,7050,11.01,Yes
Declined,female,35668,RENT,5000,13.11,No
Declined,male,35579,RENT,5000,14.84,Yes
Declined,female,35869,RENT,5000,10.99,Yes
Declined,male,36680,RENT,5000,7.66,Yes
Approved,female,36578,RENT,5000,11.12,No
Declined,male,51308,MORTGAGE,2500,7.29,Yes
Approved,male,36755,RENT,5000,12.42,No
Declined,female,36759,RENT,5000,7.9,No
Declined,male,51327,MORTGAGE,22250,11.11,Yes
Approved,female,37077,RENT,5000,12.69,No
Declined,female,36993,RENT,5000,11.01,Yes
Approved,male,44142,MORTGAGE,10750,11.01,No
Declined,male,36924,RENT,5000,11.01,No
Approved,male,37004,RENT,5000,12.99,No
Declined,male,51456,OWN,9000,7.66,Yes
Declined,male,36914,RENT,5000,11.01,No
Approved,male,36844,RENT,5000,8.88,No
Declined,male,37085,RENT,5000,11.01,Yes
Declined,male,36788,RENT,5000,11.86,Yes
Declined,female,51193,OWN,12000,7.66,Yes
Declined,male,36997,RENT,5000,11.49,No
Declined,male,36922,RENT,5000,11.86,Yes
Declined,female,36680,RENT,5000,8.59,Yes
Approved,male,37091,RENT,5000,14.96,No
Declined,male,51653,MORTGAGE,3250,10,No
Declined,female,37085,RENT,5000,13.92,Yes
Declined,male,36848,RENT,5000,11.14,Yes
Approved,female,44105,MORTGAGE,14000,6.54,No
Approved,female,37393,RENT,5000,14.42,No
Declined,female,36775,RENT,5000,11.59,Yes
Declined,male,37004,RENT,5000,10.33,No
Declined,male,37522,RENT,5000,11.12,No
Declined,female,51138,MORTGAGE,10000,5.42,Yes
Declined,male,51316,OWN,12000,11.01,Yes
Declined,male,38133,RENT,5000,10,Yes
Declined,male,51510,MORTGAGE,1500,6.17,Yes
Declined,female,37917,RENT,5000,14.96,No
Declined,female,38048,RENT,5000,10.62,Yes
Declined,female,37962,RENT,5000,8.94,Yes
Declined,female,38438,RENT,5000,8.63,Yes
Declined,female,38629,RENT,5000,7.51,Yes
Declined,female,51130,MORTGAGE,3500,10.36,No
Declined,male,39310,RENT,5000,8,Yes
Declined,male,51728,MORTGAGE,11000,6.54,Yes
Declined,female,51200,OWN,12250,8.88,Yes
Approved,male,39810,RENT,5000,14.27,No
Approved,male,39650,RENT,5000,12.69,No
Declined,male,39797,RENT,5000,6.03,Yes
Approved,male,44476,MORTGAGE,7000,14.84,No
Declined,female,39173,RENT,5000,14.79,Yes
Declined,male,51410,MORTGAGE,9250,11.12,Yes
Declined,female,39344,RENT,5000,7.49,No
Declined,male,39527,RENT,5000,11.01,No
Declined,male,39103,RENT,5000,12.53,No
Declined,male,39303,RENT,5000,7.68,Yes
Declined,female,39265,RENT,5000,13.23,No
Declined,male,39411,RENT,5000,14.35,No
Declined,male,51384,MORTGAGE,12000,10.38,No
Declined,male,39546,RENT,5000,11.01,Yes
Declined,male,51435,MORTGAGE,4200,13.23,Yes
Approved,female,44092,MORTGAGE,6000,7.14,No
